0.0947, -1.3848, -0.3447, 2.2595, 0.1863, -0.8544, -0.0747
0.0891, -1.3748, -0.3472, 2.2616, 0.1917, -0.8644, -0.0647
0.0836, -1.3648, -0.3496, 2.2635, 0.1973, -0.8744, -0.0547
0.0781, -1.3548, -0.3519, 2.2649, 0.2031, -0.8844, -0.0447
0.0727, -1.3448, -0.3541, 2.2661, 0.2091, -0.8944, -0.0347
0.0673, -1.3348, -0.3561, 2.2670, 0.2154, -0.9044, -0.0247
0.0621, -1.3248, -0.3580, 2.2675, 0.2218, -0.9144, -0.0147
0.0568, -1.3148, -0.3598, 2.2678, 0.2285, -0.9244, -0.0047
0.0517, -1.3048, -0.3615, 2.2678, 0.2354, -0.9344, 0.0053
0.0466, -1.2948, -0.3631, 2.2675, 0.2425, -0.9444, 0.0153
0.0416, -1.2848, -0.3645, 2.2669, 0.2498, -0.9544, 0.0253
0.0366, -1.2748, -0.3658, 2.2660, 0.2572, -0.9644, 0.0353
0.0317, -1.2648, -0.3671, 2.2649, 0.2649, -0.9744, 0.0453
0.0268, -1.2548, -0.3682, 2.2636, 0.2727, -0.9844, 0.0553
0.0220, -1.2448, -0.3692, 2.2619, 0.2808, -0.9944, 0.0653
0.0173, -1.2348, -0.3701, 2.2601, 0.2890, -1.0044, 0.0753
0.0126, -1.2248, -0.3710, 2.2580, 0.2973, -1.0144, 0.0853
0.0079, -1.2148, -0.3717, 2.2557, 0.3058, -1.0244, 0.0953
0.0033, -1.2048, -0.3723, 2.2531, 0.3145, -1.0344, 0.1053
-0.0013, -1.1948, -0.3729, 2.2503, 0.3233, -1.0444, 0.1153
-0.0058, -1.1848, -0.3733, 2.2473, 0.3323, -1.0544, 0.1252
-0.0103, -1.1748, -0.3737, 2.2441, 0.3414, -1.0644, 0.1351
-0.0147, -1.1648, -0.3740, 2.2407, 0.3507, -1.0744, 0.1448
-0.0191, -1.1548, -0.3741, 2.2371, 0.3600, -1.0844, 0.1545
-0.0235, -1.1448, -0.3742, 2.2333, 0.3695, -1.0944, 0.1640
-0.0279, -1.1348, -0.3743, 2.2294, 0.3791, -1.1044, 0.1735
-0.0322, -1.1248, -0.3742, 2.2252, 0.3888, -1.1144, 0.1828
-0.0365, -1.1148, -0.3741, 2.2209, 0.3986, -1.1244, 0.1921
-0.0408, -1.1048, -0.3739, 2.2164, 0.4085, -1.1344, 0.2012
-0.0451, -1.0948, -0.3736, 2.2117, 0.4185, -1.1444, 0.2102
-0.0493, -1.0848, -0.3732, 2.2068, 0.4285, -1.1544, 0.2190
-0.0536, -1.0748, -0.3728, 2.2018, 0.4385, -1.1644, 0.2278
-0.0578, -1.0648, -0.3723, 2.1967, 0.4485, -1.1744, 0.2364
-0.0620, -1.0548, -0.3717, 2.1914, 0.4585, -1.1844, 0.2449
-0.0663, -1.0448, -0.3711, 2.1860, 0.4685, -1.1944, 0.2532
-0.0705, -1.0348, -0.3704, 2.1804, 0.4785, -1.2044, 0.2614
-0.0747, -1.0248, -0.3696, 2.1747, 0.4885, -1.2144, 0.2694
-0.0789, -1.0148, -0.3687, 2.1689, 0.4985, -1.2244, 0.2773
-0.0831, -1.0048, -0.3678, 2.1629, 0.5085, -1.2344, 0.2851
-0.0873, -0.9948, -0.3669, 2.1569, 0.5185, -1.2439, 0.2927
-0.0915, -0.9848, -0.3658, 2.1507, 0.5285, -1.2532, 0.3001
-0.0958, -0.9748, -0.3647, 2.1444, 0.5385, -1.2621, 0.3074
-0.1000, -0.9648, -0.3636, 2.1380, 0.5485, -1.2706, 0.3145
-0.1042, -0.9548, -0.3624, 2.1315, 0.5585, -1.2789, 0.3215
-0.1085, -0.9448, -0.3611, 2.1249, 0.5685, -1.2868, 0.3283
-0.1127, -0.9348, -0.3598, 2.1183, 0.5785, -1.2944, 0.3349
-0.1169, -0.9248, -0.3585, 2.1115, 0.5885, -1.3018, 0.3414
-0.1212, -0.9148, -0.3571, 2.1047, 0.5985, -1.3088, 0.3477
-0.1254, -0.9048, -0.3557, 2.0978, 0.6085, -1.3156, 0.3539
-0.1296, -0.8948, -0.3542, 2.0908, 0.6185, -1.3221, 0.3599
-0.1338, -0.8848, -0.3527, 2.0838, 0.6285, -1.3284, 0.3658
-0.1381, -0.8748, -0.3512, 2.0767, 0.6385, -1.3344, 0.3714
-0.1423, -0.8649, -0.3496, 2.0695, 0.6484, -1.3401, 0.3770
-0.1465, -0.8552, -0.3480, 2.0623, 0.6584, -1.3457, 0.3824
-0.1507, -0.8456, -0.3464, 2.0550, 0.6682, -1.3510, 0.3876
-0.1549, -0.8362, -0.3447, 2.0476, 0.6780, -1.3561, 0.3927
-0.1591, -0.8269, -0.3430, 2.0403, 0.6877, -1.3610, 0.3976
-0.1633, -0.8178, -0.3414, 2.0328, 0.6973, -1.3657, 0.4024
-0.1674, -0.8088, -0.3397, 2.0254, 0.7068, -1.3703, 0.4070
-0.1716, -0.7999, -0.3379, 2.0179, 0.7162, -1.3746, 0.4115
-0.1758, -0.7912, -0.3362, 2.0103, 0.7256, -1.3788, 0.4158
-0.1799, -0.7827, -0.3345, 2.0028, 0.7348, -1.3828, 0.4201
-0.1840, -0.7742, -0.3327, 1.9952, 0.7440, -1.3867, 0.4242
-0.1881, -0.7659, -0.3310, 1.9876, 0.7531, -1.3904, 0.4281
-0.1922, -0.7577, -0.3292, 1.9800, 0.7620, -1.3940, 0.4319
-0.1963, -0.7497, -0.3274, 1.9723, 0.7709, -1.3974, 0.4356
-0.2004, -0.7417, -0.3256, 1.9647, 0.7797, -1.4007, 0.4392
-0.2044, -0.7339, -0.3239, 1.9570, 0.7884, -1.4039, 0.4427
-0.2084, -0.7262, -0.3221, 1.9493, 0.7969, -1.4069, 0.4460
-0.2124, -0.7186, -0.3203, 1.9416, 0.8054, -1.4099, 0.4492
-0.2164, -0.7112, -0.3185, 1.9340, 0.8138, -1.4127, 0.4524
-0.2204, -0.7038, -0.3168, 1.9263, 0.8221, -1.4154, 0.4554
-0.2244, -0.6966, -0.3150, 1.9186, 0.8303, -1.4181, 0.4583
-0.2283, -0.6894, -0.3132, 1.9109, 0.8384, -1.4206, 0.4611
-0.2322, -0.6823, -0.3115, 1.9032, 0.8464, -1.4231, 0.4638
-0.2361, -0.6754, -0.3097, 1.8955, 0.8543, -1.4254, 0.4664
-0.2400, -0.6685, -0.3080, 1.8878, 0.8621, -1.4277, 0.4689
-0.2438, -0.6618, -0.3062, 1.8801, 0.8698, -1.4299, 0.4713
-0.2477, -0.6551, -0.3045, 1.8725, 0.8774, -1.4320, 0.4736
-0.2515, -0.6485, -0.3028, 1.8648, 0.8850, -1.4340, 0.4758
-0.2553, -0.6420, -0.3011, 1.8571, 0.8924, -1.4360, 0.4779
-0.2590, -0.6356, -0.2993, 1.8495, 0.8997, -1.4379, 0.4800
-0.2628, -0.6293, -0.2976, 1.8419, 0.9070, -1.4398, 0.4819
-0.2665, -0.6231, -0.2959, 1.8343, 0.9141, -1.4416, 0.4838
-0.2702, -0.6169, -0.2943, 1.8267, 0.9212, -1.4433, 0.4856
-0.2738, -0.6109, -0.2926, 1.8191, 0.9282, -1.4450, 0.4874
-0.2775, -0.6049, -0.2909, 1.8116, 0.9351, -1.4466, 0.4890
-0.2811, -0.5990, -0.2893, 1.8040, 0.9419, -1.4482, 0.4906
-0.2847, -0.5931, -0.2876, 1.7965, 0.9486, -1.4497, 0.4921
-0.2883, -0.5873, -0.2860, 1.7890, 0.9552, -1.4511, 0.4936
-0.2918, -0.5816, -0.2844, 1.7815, 0.9617, -1.4526, 0.4950
-0.2953, -0.5760, -0.2828, 1.7741, 0.9682, -1.4540, 0.4963
-0.2988, -0.5704, -0.2812, 1.7666, 0.9746, -1.4553, 0.4975
-0.3023, -0.5649, -0.2796, 1.7592, 0.9809, -1.4566, 0.4987
-0.3058, -0.5595, -0.2780, 1.7518, 0.9871, -1.4579, 0.4998
-0.3092, -0.5541, -0.2765, 1.7445, 0.9932, -1.4591, 0.5009
-0.3126, -0.5488, -0.2749, 1.7371, 0.9993, -1.4603, 0.5019
-0.3160, -0.5436, -0.2734, 1.7298, 1.0052, -1.4615, 0.5029
-0.3193, -0.5384, -0.2719, 1.7225, 1.0111, -1.4626, 0.5038
-0.3226, -0.5332, -0.2704, 1.7153, 1.0170, -1.4637, 0.5047
-0.3260, -0.5282, -0.2689, 1.7081, 1.0227, -1.4648, 0.5055
-0.3292, -0.5232, -0.2674, 1.7009, 1.0284, -1.4658, 0.5062
-0.3325, -0.5182, -0.2659, 1.6937, 1.0340, -1.4669, 0.5069
-0.3357, -0.5133, -0.2644, 1.6865, 1.0395, -1.4679, 0.5076
-0.3389, -0.5084, -0.2630, 1.6794, 1.0450, -1.4688, 0.5082
-0.3421, -0.5036, -0.2615, 1.6723, 1.0504, -1.4698, 0.5088
-0.3452, -0.4989, -0.2601, 1.6653, 1.0557, -1.4707, 0.5093
-0.3484, -0.4942, -0.2587, 1.6582, 1.0609, -1.4716, 0.5098
-0.3515, -0.4895, -0.2573, 1.6512, 1.0661, -1.4725, 0.5102
-0.3546, -0.4849, -0.2559, 1.6443, 1.0712, -1.4734, 0.5106
-0.3576, -0.4804, -0.2545, 1.6373, 1.0763, -1.4742, 0.5110
-0.3607, -0.4758, -0.2532, 1.6304, 1.0813, -1.4750, 0.5113
-0.3637, -0.4714, -0.2518, 1.6235, 1.0862, -1.4758, 0.5116
-0.3666, -0.4670, -0.2505, 1.6167, 1.0910, -1.4766, 0.5119
-0.3696, -0.4626, -0.2491, 1.6099, 1.0958, -1.4774, 0.5121
-0.3725, -0.4582, -0.2478, 1.6031, 1.1006, -1.4782, 0.5123
-0.3754, -0.4539, -0.2465, 1.5963, 1.1052, -1.4789, 0.5124
-0.3783, -0.4497, -0.2452, 1.5896, 1.1099, -1.4797, 0.5126
-0.3812, -0.4455, -0.2439, 1.5829, 1.1144, -1.4804, 0.5127
-0.3840, -0.4413, -0.2426, 1.5762, 1.1189, -1.4811, 0.5127
-0.3869, -0.4372, -0.2414, 1.5696, 1.1233, -1.4818, 0.5128
-0.3896, -0.4331, -0.2401, 1.5630, 1.1277, -1.4825, 0.5128
-0.3924, -0.4290, -0.2389, 1.5564, 1.1321, -1.4831, 0.5128
-0.3952, -0.4250, -0.2376, 1.5499, 1.1363, -1.4838, 0.5127
-0.3979, -0.4210, -0.2364, 1.5434, 1.1405, -1.4845, 0.5127
-0.4006, -0.4171, -0.2352, 1.5369, 1.1447, -1.4851, 0.5126
-0.4033, -0.4132, -0.2340, 1.5305, 1.1488, -1.4857, 0.5124
-0.4059, -0.4093, -0.2328, 1.5241, 1.1529, -1.4863, 0.5123
-0.4085, -0.4054, -0.2316, 1.5177, 1.1569, -1.4869, 0.5121
-0.4111, -0.4016, -0.2305, 1.5114, 1.1608, -1.4875, 0.5119
-0.4137, -0.3979, -0.2293, 1.5051, 1.1648, -1.4881, 0.5117
-0.4163, -0.3941, -0.2282, 1.4988, 1.1686, -1.4887, 0.5115
-0.4188, -0.3904, -0.2270, 1.4926, 1.1724, -1.4893, 0.5112
-0.4214, -0.3867, -0.2259, 1.4864, 1.1762, -1.4899, 0.5110
-0.4239, -0.3831, -0.2248, 1.4802, 1.1799, -1.4904, 0.5107
-0.4263, -0.3795, -0.2237, 1.4740, 1.1836, -1.4910, 0.5104
-0.4288, -0.3759, -0.2226, 1.4679, 1.1872, -1.4915, 0.5100
-0.4312, -0.3723, -0.2215, 1.4618, 1.1908, -1.4921, 0.5097
-0.4336, -0.3688, -0.2204, 1.4558, 1.1943, -1.4926, 0.5093
-0.4360, -0.3653, -0.2194, 1.4498, 1.1978, -1.4931, 0.5089
-0.4384, -0.3618, -0.2183, 1.4438, 1.2012, -1.4936, 0.5086
-0.4407, -0.3584, -0.2173, 1.4378, 1.2046, -1.4942, 0.5081
-0.4431, -0.3550, -0.2162, 1.4319, 1.2080, -1.4947, 0.5077
-0.4454, -0.3516, -0.2152, 1.4260, 1.2113, -1.4952, 0.5073
-0.4476, -0.3482, -0.2142, 1.4202, 1.2146, -1.4957, 0.5068
-0.4499, -0.3449, -0.2132, 1.4143, 1.2178, -1.4961, 0.5063
-0.4522, -0.3416, -0.2122, 1.4085, 1.2210, -1.4966, 0.5059
-0.4544, -0.3383, -0.2112, 1.4028, 1.2242, -1.4971, 0.5054
-0.4566, -0.3351, -0.2102, 1.3970, 1.2273, -1.4976, 0.5048
-0.4588, -0.3318, -0.2092, 1.3913, 1.2304, -1.4981, 0.5043
-0.4609, -0.3286, -0.2083, 1.3857, 1.2334, -1.4985, 0.5038
-0.4631, -0.3255, -0.2073, 1.3800, 1.2364, -1.4990, 0.5032
-0.4652, -0.3223, -0.2064, 1.3744, 1.2394, -1.4994, 0.5027
-0.4673, -0.3192, -0.2054, 1.3688, 1.2423, -1.4999, 0.5021
-0.4694, -0.3161, -0.2045, 1.3633, 1.2452, -1.5003, 0.5015
-0.4715, -0.3130, -0.2036, 1.3578, 1.2481, -1.5008, 0.5009
-0.4735, -0.3099, -0.2027, 1.3523, 1.2509, -1.5012, 0.5003
-0.4755, -0.3069, -0.2018, 1.3468, 1.2537, -1.5017, 0.4997
-0.4776, -0.3039, -0.2009, 1.3414, 1.2565, -1.5021, 0.4991
-0.4795, -0.3009, -0.2000, 1.3360, 1.2592, -1.5025, 0.4985
-0.4815, -0.2979, -0.1991, 1.3306, 1.2619, -1.5029, 0.4978
-0.4835, -0.2950, -0.1982, 1.3253, 1.2645, -1.5034, 0.4972
-0.4854, -0.2921, -0.1974, 1.3200, 1.2672, -1.5038, 0.4965
-0.4873, -0.2892, -0.1965, 1.3147, 1.2698, -1.5042, 0.4959
-0.4892, -0.2863, -0.1957, 1.3095, 1.2723, -1.5046, 0.4952
-0.4911, -0.2834, -0.1948, 1.3043, 1.2749, -1.5050, 0.4945
-0.4930, -0.2806, -0.1940, 1.2991, 1.2774, -1.5054, 0.4938
-0.4948, -0.2778, -0.1932, 1.2939, 1.2798, -1.5058, 0.4931
-0.4967, -0.2750, -0.1924, 1.2888, 1.2823, -1.5062, 0.4924
-0.4985, -0.2722, -0.1916, 1.2837, 1.2847, -1.5066, 0.4917
-0.5003, -0.2694, -0.1908, 1.2786, 1.2871, -1.5070, 0.4910
-0.5021, -0.2667, -0.1900, 1.2736, 1.2894, -1.5074, 0.4903
-0.5038, -0.2640, -0.1892, 1.2686, 1.2917, -1.5078, 0.4896
-0.5056, -0.2613, -0.1884, 1.2636, 1.2940, -1.5082, 0.4888
-0.5073, -0.2586, -0.1876, 1.2586, 1.2963, -1.5085, 0.4881
-0.5090, -0.2559, -0.1869, 1.2537, 1.2986, -1.5089, 0.4874
-0.5107, -0.2533, -0.1861, 1.2488, 1.3008, -1.5093, 0.4866
-0.5124, -0.2506, -0.1853, 1.2440, 1.3030, -1.5097, 0.4859
-0.5141, -0.2480, -0.1846, 1.2391, 1.3051, -1.5100, 0.4851
-0.5157, -0.2455, -0.1839, 1.2343, 1.3073, -1.5104, 0.4843
-0.5174, -0.2429, -0.1831, 1.2295, 1.3094, -1.5108, 0.4836
-0.5190, -0.2403, -0.1824, 1.2248, 1.3115, -1.5111, 0.4828
-0.5206, -0.2378, -0.1817, 1.2200, 1.3135, -1.5115, 0.4820
-0.5222, -0.2353, -0.1810, 1.2153, 1.3156, -1.5118, 0.4813
-0.5238, -0.2328, -0.1803, 1.2106, 1.3176, -1.5122, 0.4805
-0.5253, -0.2303, -0.1796, 1.2060, 1.3196, -1.5125, 0.4797
-0.5269, -0.2278, -0.1789, 1.2014, 1.3215, -1.5129, 0.4789
-0.5284, -0.2254, -0.1782, 1.1968, 1.3235, -1.5132, 0.4781
-0.5299, -0.2230, -0.1775, 1.1922, 1.3254, -1.5136, 0.4773
-0.5314, -0.2205, -0.1769, 1.1877, 1.3273, -1.5139, 0.4765
-0.5329, -0.2181, -0.1762, 1.1832, 1.3292, -1.5142, 0.4757
-0.5344, -0.2158, -0.1756, 1.1787, 1.3310, -1.5146, 0.4749
-0.5358, -0.2134, -0.1749, 1.1742, 1.3329, -1.5149, 0.4741
-0.5373, -0.2110, -0.1743, 1.1698, 1.3347, -1.5152, 0.4733
-0.5387, -0.2087, -0.1736, 1.1654, 1.3365, -1.5156, 0.4725
-0.5401, -0.2064, -0.1730, 1.1610, 1.3382, -1.5159, 0.4717
-0.5415, -0.2041, -0.1724, 1.1566, 1.3400, -1.5162, 0.4709
-0.5429, -0.2018, -0.1717, 1.1523, 1.3417, -1.5165, 0.4701
-0.5443, -0.1995, -0.1711, 1.1480, 1.3434, -1.5168, 0.4692
-0.5457, -0.1973, -0.1705, 1.1437, 1.3451, -1.5172, 0.4684
-0.5470, -0.1950, -0.1699, 1.1394, 1.3468, -1.5175, 0.4676
-0.5484, -0.1928, -0.1693, 1.1352, 1.3484, -1.5178, 0.4668
-0.5497, -0.1906, -0.1687, 1.1310, 1.3501, -1.5181, 0.4660
-0.5510, -0.1884, -0.1681, 1.1268, 1.3517, -1.5184, 0.4651
-0.5523, -0.1862, -0.1675, 1.1227, 1.3533, -1.5187, 0.4643
-0.5536, -0.1840, -0.1670, 1.1185, 1.3548, -1.5190, 0.4635
-0.5549, -0.1819, -0.1664, 1.1144, 1.3564, -1.5193, 0.4627
-0.5561, -0.1797, -0.1658, 1.1103, 1.3579, -1.5196, 0.4618
-0.5574, -0.1776, -0.1653, 1.1063, 1.3594, -1.5199, 0.4610
-0.5586, -0.1755, -0.1647, 1.1023, 1.3609, -1.5202, 0.4602
-0.5599, -0.1734, -0.1642, 1.0982, 1.3624, -1.5205, 0.4593
-0.5611, -0.1713, -0.1636, 1.0943, 1.3639, -1.5208, 0.4585
-0.5623, -0.1692, -0.1631, 1.0903, 1.3654, -1.5211, 0.4577
-0.5635, -0.1672, -0.1626, 1.0864, 1.3668, -1.5214, 0.4569
-0.5647, -0.1651, -0.1620, 1.0824, 1.3682, -1.5216, 0.4560
-0.5658, -0.1631, -0.1615, 1.0786, 1.3696, -1.5219, 0.4552
-0.5670, -0.1611, -0.1610, 1.0747, 1.3710, -1.5222, 0.4544
-0.5681, -0.1591, -0.1605, 1.0708, 1.3724, -1.5225, 0.4535
-0.5693, -0.1571, -0.1600, 1.0670, 1.3737, -1.5228, 0.4527
-0.5704, -0.1551, -0.1595, 1.0632, 1.3751, -1.5230, 0.4519
-0.5715, -0.1532, -0.1590, 1.0595, 1.3764, -1.5233, 0.4510
-0.5726, -0.1512, -0.1585, 1.0557, 1.3777, -1.5236, 0.4502
-0.5737, -0.1493, -0.1580, 1.0520, 1.3790, -1.5238, 0.4494
-0.5748, -0.1474, -0.1575, 1.0483, 1.3803, -1.5241, 0.4485
-0.5759, -0.1454, -0.1570, 1.0446, 1.3815, -1.5244, 0.4477
-0.5769, -0.1435, -0.1565, 1.0409, 1.3828, -1.5246, 0.4469
-0.5780, -0.1416, -0.1561, 1.0373, 1.3840, -1.5249, 0.4460
-0.5790, -0.1398, -0.1556, 1.0337, 1.3852, -1.5252, 0.4452
